Ref ID,Genus,Species,Sex,Sex Confidence ,Age (years),Age Confidence ,Social with other parrots? ,Social with conspecifics?,"""mimicry"" sounds count","""phrase"" count","""word"" count",Improvisation/ word reorganization,Contextual use of mimicry,,,,,,,,,,,,,,,,,,,,
290,Nymphicus,hollandicus,Male,Low,7,High,No,,6,2,4,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
297,Nymphicus,hollandicus,Male,Medium,9,High,No,,5,5,10,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
387,Nymphicus,hollandicus,Male,High,16,Low,Yes,Yes,2,1,2,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
389,Nymphicus,hollandicus,Male,Medium,14,High,Yes,Yes,2,1,2,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
390,Nymphicus,hollandicus,Male,High,14,Low,Yes,Yes,2,2,2,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
392,Nymphicus,hollandicus,Male,Medium,12,High,Yes,Yes,2,0,0,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
585,Nymphicus,hollandicus,Male,Low,15,High,Yes,Yes,3,0,0,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
749,Nymphicus,hollandicus,Male,High,1,High,Yes,No,5,4,9,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
81,Nymphicus,hollandicus,Male,Medium,14,Low,Yes,Yes,10,2,5,Frequently,Sometimes,,,,,,,,,,,,,,,,,,,,
108,Nymphicus,hollandicus,Male,Medium,3,Medium,No,,3,3,2,Frequently,Sometimes,,,,,,,,,,,,,,,,,,,,
203,Nymphicus,hollandicus,Male,Medium,2,High,Yes,No,6,4,13,Frequently,Sometimes,,,,,,,,,,,,,,,,,,,,
208,Nymphicus,hollandicus,Male,Medium,3,High,No,,8,6,17,Frequently,Sometimes,,,,,,,,,,,,,,,,,,,,
603,Nymphicus,hollandicus,Male,Low,5,High,Yes,Yes,3,3,8,Frequently,Sometimes,,,,,,,,,,,,,,,,,,,,
58,Nymphicus,hollandicus,Male,Medium,10,Low,Yes,Yes,4,0,0,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
68,Nymphicus,hollandicus,Male,Medium,4,,No,,2,1,1,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
85,Nymphicus,hollandicus,Male,Medium,23,High,Yes,No,3,3,4,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
306,Nymphicus,hollandicus,Male,Medium,1,High,Yes,Yes,4,3,7,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
317,Nymphicus,hollandicus,Male,High,0.3,High,Yes,No,1,0,0,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
370,Nymphicus,hollandicus,Male,Medium,1,High,Yes,Yes,4,7,9,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
381,Nymphicus,hollandicus,Male,Medium,1,High,Yes,No,2,2,4,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
570,Nymphicus,hollandicus,Male,Medium,23,High,No,No,20,3,3,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
650,Nymphicus,hollandicus,Male,Medium,,Medium,Yes,Yes,2,0,0,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
711,Nymphicus,hollandicus,Male,Medium,15,Medium,No,No,3,3,6,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
715,Nymphicus,hollandicus,Male,Medium,14,High,No,,7,0,0,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
716,Nymphicus,hollandicus,Unknown,,,,Yes,No,7,0,2,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
755,Nymphicus,hollandicus,Male,High,7,Medium,Yes,No,1,4,8,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
792,Nymphicus,hollandicus,Male,High,5,High,Yes,Yes,4,5,12,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
830,Nymphicus,hollandicus,Male,High,4,High,Yes,No,2,1,3,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
478,Nymphicus,hollandicus,Female,Medium,2,Low,No,No,3,0,0,,Sometimes,,,,,,,,,,,,,,,,,,,,
566,Nymphicus,hollandicus,Male,Medium,2,High,No,,2,0,0,,Sometimes,,,,,,,,,,,,,,,,,,,,
18,Nymphicus,hollandicus,Male,Medium,7,Medium,No,No,3,0,0,Never,,,,,,,,,,,,,,,,,,,,,
11,Nymphicus,hollandicus,Male,Medium,10,Low,Yes,No,4,0,0,,,,,,,,,,,,,,,,,,,,,,
249,Nymphicus ,hollandicus,Male,Medium,2,Medium,Yes,Yes,3,6,14,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
735,Pionites,caique,Female,High,29,High,No,,5,4,13,Frequently,Sometimes,,,,,,,,,,,,,,,,,,,,
88,Pionites,caique,Male,Medium,25,Medium,No,No,6,10,10,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
809,Pionites,leucogaster,Male,Medium,19,High,Yes,No,6,4,5,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
814,Pionites,leucogaster,Male,Medium,19,High,Yes,No,6,4,5,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
282,Pionites,leucogaster,Unknown,,,High,No,,4,6,13,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
326,Pionites,leucogaster,Male,Low,10,High,No,,15,3,8,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
468,Pionites,leucogaster,Male,High,0.5,High,Yes,No,1,0,0,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
751,Pionites,xanthomerius,Unknown,,21,High,No,,15,20,50,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
104,Pionites,xanthomerius,Male,High,3,High,No,,4,0,1,Sometimes,Never,,,,,,,,,,,,,,,,,,,,
717,Pionus,chalcopterus,Female,High,10,High,Yes,Yes,100,75,150,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
70,Pionus,chalcopterus,Female,High,7,,Yes,No,0,3,8,Never,Never,,,,,,,,,,,,,,,,,,,,
143,Pionus,maximiliani,Male,High,22,High,No,,3,9,17,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
812,Pionus,maximiliani,Male,Low,22,Medium,Yes,Yes,2,5,12,Never,Frequently,,,,,,,,,,,,,,,,,,,,
872,Pionus,maximiliani,Female,High,5,High,Yes,No,1,2,2,Never,Frequently,,,,,,,,,,,,,,,,,,,,
424,Pionus,maximiliani,Female,High,7,High,No,No,1,0,0,Never,Never,,,,,,,,,,,,,,,,,,,,
815,Pionus,maximiliani,Female,Low,21,Medium,Yes,Yes,0,3,5,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
568,Pionus,menstruus,Female,High,20,High,No,No,0,1,2,Never,Never,,,,,,,,,,,,,,,,,,,,
300,Pionus,menstruus,Female,High,1,Medium,No,,7,1,8,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
318,Pionus,menstruus,Male,High,3,High,No,,1,3,5,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
852,Poicephalus,fuscicollis,Male,High,12,High,Yes,Yes,2,12,17,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
226,Poicephalus,gulielmi,Female,High,8,High,Yes,No,10,8,25,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
851,Poicephalus,gulielmi,Female,High,20,High,Yes,No,3,18,28,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
544,Poicephalus,meyeri,Male,High,12,High,No,No,2,1,6,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
149,Poicephalus,meyeri,Male,High,12,High,No,,20,2,5,Never,Frequently,,,,,,,,,,,,,,,,,,,,
513,Poicephalus,meyeri,Male,High,17,High,Yes,No,6,1,3,Never,Frequently,,,,,,,,,,,,,,,,,,,,
853,Poicephalus,meyeri,Female,High,21,High,No,No,3,0,0,,Never,,,,,,,,,,,,,,,,,,,,
361,Poicephalus,meyeri,Female,High,27,High,No,,5,1,2,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
273,Poicephalus,senegalus,Male,Medium,12,High,Yes,No,2,3,14,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
677,Poicephalus,senegalus,Female,Medium,25,Medium,No,,11,15,25,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
115,Poicephalus,senegalus,Male,High,11,Medium,Yes,No,13,14,20,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
136,Poicephalus,senegalus,Unknown,,5,High,No,,15,20,50,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
738,Poicephalus,senegalus,Male,High,12,High,No,Yes,60,40,6,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
762,Poicephalus,senegalus,Male,High,20,High,Yes,Yes,20,9,18,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
30,Poicephalus,senegalus,Female,High,19,Low,No,No,2,2,9,Never,Frequently,,,,,,,,,,,,,,,,,,,,
231,Poicephalus,senegalus,Male,High,17,High,Yes,No,4,5,13,Never,Frequently,,,,,,,,,,,,,,,,,,,,
262,Poicephalus,senegalus,Male,High,4,Medium,No,,6,0,6,Never,Frequently,,,,,,,,,,,,,,,,,,,,
436,Poicephalus,senegalus,Male,High,1,High,No,,6,3,4,Sometimes,Never,,,,,,,,,,,,,,,,,,,,
629,Poicephalus,senegalus,Male,High,21,High,No,,10,0,2,Never,Never,,,,,,,,,,,,,,,,,,,,
288,Poicephalus,senegalus,Female,Low,,,No,,15,4,4,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
421,Poicephalus,senegalus,Male,High,23,High,No,,0,25,40,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
529,Poicephalus,senegalus,Male,High,22,High,Yes,No,15,2,9,Frequently,Sometimes,,,,,,,,,,,,,,,,,,,,
91,Poicephalus,senegalus,Unknown,Low,20,High,No,,10,2,6,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
140,Poicephalus,senegalus,Male,High,9,High,No,No,25,3,10,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
414,Poicephalus,senegalus,Female,High,25,Low,Yes,No,3,0,6,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
473,Poicephalus,senegalus,Male,Medium,7,High,Yes,No,12,0,5,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
567,Poicephalus,senegalus,Male,Medium,31,Medium,Yes,Yes,0,1,3,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
569,Poicephalus,senegalus,Male,Low,11,Medium,Yes,No,11,1,6,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
828,Poicephalus,senegalus,Male,Low,13,High,No,,4,1,1,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
895,Poicephalus ,rufiventris,Male,Low,8,Medium,Yes,No,1,1,8,Never,Frequently,,,,,,,,,,,,,,,,,,,,
834,Poicephalus ,senegalus,Male,Low,17,Medium,Yes,No,10,30,50,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
827,Poicephalus ,senegalus,Male,High,19,Medium,Yes,Yes,6,4,7,Never,Never,,,,,,,,,,,,,,,,,,,,
633,Poinites,caique,Female,Medium,12,Medium,Yes,Yes,2,0,0,,Sometimes,,,,,,,,,,,,,,,,,,,,
537,Poinites,melanocephalus,Female,High,1.5,Medium,Yes,No,5,0,0,,Frequently,,,,,,,,,,,,,,,,,,,,
804,Poinites,melanocephalus,Male,High,10,High,Yes,No,51,10,15,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
616,Poinites,melanocephalus,Female,High,21,High,Yes,No,12,5,5,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
647,Poinites,melanocephalus,Male,High,1,High,Yes,Yes,4,4,10,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
727,Polytelis,alexandrae,Male,Medium,7.5,High,No,No,3,4,8,Frequently,Never,,,,,,,,,,,,,,,,,,,,
80,Polytelis,alexandrae,Male,Low,2,Low,Yes,Yes,15,3,7,Frequently,Sometimes,,,,,,,,,,,,,,,,,,,,
404,Polytelis,alexandrae,Male,Medium,6,High,Yes,Yes,8,4,11,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
594,Polytelis,anthopeplus,Male,High,2,High,Yes,No,15,5,9,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
439,Primolius,auricollis,Male,High,20,High,Yes,No,7,1,4,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
512,Primolius,auricollis,Female,High,10,High,No,No,1,9,4,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
854,Primolius,auricollis,Male,High,19,High,Yes,No,0,6,7,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
187,Psittacara,finschi,Male,High,1,High,No,,10,14,6,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
692,Psittacara,finschi,Unknown,,6,High,Yes,No,2,49,12,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
45,Psittacara,finschi,Female,Low,21,Low,Yes,No,8,10,12,Never,Frequently,,,,,,,,,,,,,,,,,,,,
820,Psittacara,finschi,Female,High,40,High,Yes,Yes,0,5,20,Never,Frequently,,,,,,,,,,,,,,,,,,,,
175,Psittacara,finschi,Male,Low,29,Low,No,,5,4,5,Never,Never,,,,,,,,,,,,,,,,,,,,
122,Psittacara,finschi,Male,High,19,High,No,No,5,8,19,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
769,Psittacara,finschi,Female,High,10,High,Yes,No,20,6,12,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
845,Psittacara,finschi,Female,High,1,High,No,,5,1,7,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
144,Psittacara,mitratus,Female,High,24,High,Yes,Yes,6,4,9,Never,Frequently,,,,,,,,,,,,,,,,,,,,
146,Psittacara,mitratus,Female,High,24,Low,Yes,Yes,10,3,7,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
818,Psittacara,mitratus,Male,Low,10,Medium,No,,1,40,100,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
704,Psittacula,derbiana,Male,Medium,12,Medium,No,,5,1,3,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
57,Psittacula,derbiana,Female,Medium,14,,No,,1,5,16,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
442,Psittacula,krameri,Female,High,1,High,No,No,5,3,7,Frequently,Sometimes,,,,,,,,,,,,,,,,,,,,
227,Psittacula ,krameri,Male,Low,8,Medium,Yes,No,11,23,32,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
651,Psittacula ,krameri,Female,High,3,High,Yes,Yes,2,5,15,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
652,Psittacula ,krameri,Male,High,2,High,Yes,Yes,4,16,36,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
113,Psittacula ,krameri,Male,High,1.5,High,No,,6,20,38,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
207,Psittacula ,krameri,Male,High,1,Low,Yes,No,3,6,15,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
224,Psittacula ,krameri,Male,High,3,High,No,,20,20,30,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
561,Psittacula ,krameri,Female,Medium,26,Low,No,No,3,9,75,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
813,Psittacula ,krameri,Male,Medium,2.5,High,Yes,Yes,9,5,22,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
279,Psittacula ,krameri,Male,High,2,High,Yes,Yes,2,3,13,Never,Frequently,,,,,,,,,,,,,,,,,,,,
448,Psittacula ,krameri,Male,Medium,,,Yes,Yes,10,50,150,Never,Frequently,,,,,,,,,,,,,,,,,,,,
541,Psittacula ,krameri,Male,Medium,3,High,No,No,6,12,31,Never,Frequently,,,,,,,,,,,,,,,,,,,,
595,Psittacula ,krameri,Unknown,,2.5,Low,Yes,No,3,1,5,Never,Frequently,,,,,,,,,,,,,,,,,,,,
831,Psittacula ,krameri,Male,Low,15,Medium,Yes,No,2,0,0,,Frequently,,,,,,,,,,,,,,,,,,,,
369,Psittacula ,krameri,Male,Medium,4,High,Yes,Yes,4,2,7,Sometimes,Never,,,,,,,,,,,,,,,,,,,,
409,Psittacula ,krameri,Male,Medium,8,High,Yes,No,4,6,10,Sometimes,Never,,,,,,,,,,,,,,,,,,,,
760,Psittacula ,krameri,Unknown,Low,6,High,No,,4,12,16,Sometimes,Never,,,,,,,,,,,,,,,,,,,,
251,Psittacula ,krameri,Male,Medium,9,High,Yes,Yes,6,18,40,Frequently,Never,,,,,,,,,,,,,,,,,,,,
371,Psittacula ,krameri,Male,High,4,High,Yes,Yes,3,1,1,Frequently,Never,,,,,,,,,,,,,,,,,,,,
283,Psittacula ,krameri,Male,Medium,5,Medium,Yes,Yes,5,0,0,Never,Never,,,,,,,,,,,,,,,,,,,,
342,Psittacula ,krameri,Male,Medium,2,High,Yes,No,0,5,12,Never,Never,,,,,,,,,,,,,,,,,,,,
419,Psittacula ,krameri,Female,High,2,High,Yes,No,0,1,1,Never,Never,,,,,,,,,,,,,,,,,,,,
640,Psittacula ,krameri,Female,Low,,,No,,3,1,1,Never,Never,,,,,,,,,,,,,,,,,,,,
839,Psittacula ,krameri,Male,High,2,High,Yes,No,0,12,6,Sometimes,Sometimes,,,,,,,,,,,,,,,,,,,,
407,Psittacula ,krameri,Male,Low,2,High,Yes,Yes,10,13,20,Frequently,Sometimes,,,,,,,,,,,,,,,,,,,,
284,Psittacula ,krameri,Female,Medium,2,High,Yes,Yes,2,0,0,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
295,Psittacula ,krameri,Male,High,1,High,No,,2,6,3,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
641,Psittacula ,krameri,Male,Low,2,Medium,No,,16,5,11,Never,Sometimes,,,,,,,,,,,,,,,,,,,,
403,Psittacula ,krameri,Female,High,,,No,No,5,0,0,,,,,,,,,,,,,,,,,,,,,,
29,Psittacus,erithacus,Male,High,16,Low,Yes,Yes,25,5,15,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
34,Psittacus,erithacus,Female,Medium,,,Yes,Yes,15,10,20,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
38,Psittacus,erithacus,Female,High,5,Low,No,No,20,32,160,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
44,Psittacus,erithacus,Female,High,,,Yes,No,25,59,129,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
60,Psittacus,erithacus,Female,High,13,Low,No,No,5,10,40,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
86,Psittacus,erithacus,Male,High,15,Medium,Yes,No,8,15,33,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
109,Psittacus,erithacus,Female,High,3,High,Yes,No,10,34,64,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
116,Psittacus,erithacus,Female,High,13,High,Yes,Yes,5,10,30,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
118,Psittacus,erithacus,Male,Low,18,High,Yes,Yes,20,50,100,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
159,Psittacus,erithacus,Female,Medium,15,Medium,No,,30,20,50,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
190,Psittacus,erithacus,Male,High,29,High,Yes,No,18,6,16,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
218,Psittacus,erithacus,Male,High,11,High,Yes,No,25,12,50,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
233,Psittacus,erithacus,Male,High,5,High,No,,15,20,100,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
268,Psittacus,erithacus,Male,Low,16,Medium,Yes,No,30,3,5,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
332,Psittacus,erithacus,Male,High,14,High,No,,9,6,5,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
393,Psittacus,erithacus,Female,High,21,Medium,Yes,No,15,20,80,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
415,Psittacus,erithacus,Female,High,9,High,Yes,Yes,10,6,10,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
416,Psittacus,erithacus,Female,High,6,High,Yes,No,25,8,30,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
418,Psittacus,erithacus,Male,High,4,High,Yes,No,19,14,41,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
427,Psittacus,erithacus,Female,High,24,Medium,No,,50,10,20,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
435,Psittacus,erithacus,Male,High,8,High,No,,9,5,7,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
453,Psittacus,erithacus,Female,Low,,,No,No,12,8,25,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
454,Psittacus,erithacus,Male,High,11,High,Yes,Yes,6,11,25,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
459,Psittacus,erithacus,Male,Low,28,High,Yes,No,5,10,50,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
463,Psittacus,erithacus,Female,High,16,High,Yes,No,20,12,10,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
486,Psittacus,erithacus,Female,High,25,High,No,No,15,100,200,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
488,Psittacus,erithacus,Male,High,4,High,Yes,No,30,20,150,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
494,Psittacus,erithacus,Male,Medium,15,Medium,Yes,No,15,5,25,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
498,Psittacus,erithacus,Female,High,15,Medium,Yes,No,30,75,100,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
500,Psittacus,erithacus,Unknown,N/A,16,High,Yes,No,26,30,54,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
507,Psittacus,erithacus,Male,Low,11,High,Yes,Yes,10,20,50,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
520,Psittacus,erithacus,Male,High,14,High,Yes,Yes,12,24,100,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
531,Psittacus,erithacus,Female,High,23,Medium,Yes,No,15,10,40,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
533,Psittacus,erithacus,Female,High,24,Medium,Yes,Yes,20,5,20,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
548,Psittacus,erithacus,Female,Medium,7,Medium,No,No,20,10,50,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
572,Psittacus,erithacus,Female,High,9,High,Yes,Yes,50,3,8,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
593,Psittacus,erithacus,Female,High,16,High,Yes,No,100,50,100,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
601,Psittacus,erithacus,Male,High,10,Medium,Yes,No,15,12,31,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
648,Psittacus,erithacus,Female,High,24,Medium,No,No,10,7,15,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
669,Psittacus,erithacus,Female,High,21,High,No,No,10,5,4,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
690,Psittacus,erithacus,Unknown,Low,20,Medium,No,No,20,15,3,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
714,Psittacus,erithacus,Male,High,25,Medium,Yes,No,20,8,6,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
744,Psittacus,erithacus,Female,High,8,High,Yes,No,15,0,5,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
763,Psittacus,erithacus,Male,High,27,High,Yes,No,3,18,28,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
764,Psittacus,erithacus,Male,Low,25,Medium,No,,10,10,30,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
771,Psittacus,erithacus,Male,Medium,25,Medium,Yes,No,12,25,45,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
780,Psittacus,erithacus,Female,High,3,High,No,No,23,17,53,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
786,Psittacus,erithacus,Female,High,22,Medium,No,,7,10,40,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
788,Psittacus,erithacus,Male,High,3,High,Yes,No,25,20,42,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
793,Psittacus,erithacus,Male,Low,45,Low,Yes,No,8,12,63,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
795,Psittacus,erithacus,Female,Medium,50,Medium,Yes,Yes,10,5,15,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
822,Psittacus,erithacus,Female,High,44,Low,No,,12,50,125,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
849,Psittacus,erithacus,Female,High,22,High,Yes,Yes,15,25,50,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
861,Psittacus,erithacus,Male,High,3,High,No,,12,12,36,Sometimes,Frequently,,,,,,,,,,,,,,,,,,,,
22,Psittacus,erithacus,Male,High,18,Low,Yes,No,150,50,400,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
43,Psittacus,erithacus,Female,High,13,Low,No,No,10,25,100,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
67,Psittacus,erithacus,Female,High,17,Low,Yes,No,22,11,56,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
76,Psittacus,erithacus,Female,High,3,Low,Yes,No,25,50,25,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
82,Psittacus,erithacus,Male,High,4,,Yes,Yes,2,60,180,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
95,Psittacus,erithacus,Female,Medium,,Low,Yes,Yes,150,70,150,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
114,Psittacus,erithacus,Male,High,18,High,Yes,Yes,8,20,100,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
121,Psittacus,erithacus,Female,High,33,High,Yes,,23,15,50,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
132,Psittacus,erithacus,Female,Low,8,High,No,Yes,5,30,200,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
133,Psittacus,erithacus,Unknown,,35,Medium,No,,12,500,400,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
147,Psittacus,erithacus,Female,High,10,Medium,Yes,Yes,26,8,17,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
148,Psittacus,erithacus,Female,High,5,High,No,,50,25,75,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
154,Psittacus,erithacus,Male,High,8,High,Yes,Yes,9,11,15,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
182,Psittacus,erithacus,Male,Medium,20,Medium,Yes,No,10,100,300,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
186,Psittacus,erithacus,Female,Medium,10,Low,Yes,No,15,25,50,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
217,Psittacus,erithacus,Male,High,15,Medium,Yes,Yes,50,50,100,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
236,Psittacus,erithacus,Female,High,12,High,No,,13,18,45,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
253,Psittacus,erithacus,Female,High,10,Medium,Yes,No,10,50,100,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
257,Psittacus,erithacus,Female,High,18,High,Yes,No,20,100,550,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
267,Psittacus,erithacus,Unknown,,3,High,No,,10,30,100,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
293,Psittacus,erithacus,Female,High,1,Medium,Yes,No,6,4,5,Frequently,Frequently,,,,,,,,,,,,,,,,,,,,
